user_agent;uv;pv;pv_per_uv
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x; zh-cn) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 ucbrowser/9.0.1.284 mobile";738;14350;19.44
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; vivo s7i(t) build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";738;17831;24.16
"mozilla/5.0 (iphone; cpu iphone os 7_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/7.0 mobile/11d169 safari/9537.53";737;14645;19.87
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; vivo s7 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";737;19169;26.01
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-i9300 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";737;17083;23.18
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; hw-huawei_c8812/c8812v100r001c92b913sp02; 480*800; ctc/2.0) applewebkit/534.30 mobile safari/534.30";737;9216;12.50
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; r811 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";736;23895;32.47
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; sch-i699 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";736;17732;24.09
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; sch-i699 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";736;16705;22.70
"mozilla/5.0 (iphone; cpu iphone os 6_0_1 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a523 safari/8536.25";734;16615;22.64
"sonyericssonk700c/r2ae semc-browser/4.0.3 profile/midp-2.0 configuration/cldc-1.1";734;1595;2.17
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; hw-huawei_c8812/c8812v100r001c92b913sp02; 480*800; ctc/2.0) applewebkit/534.30 mobile safari/534.30";734;7934;10.81
"zte-tu880_td/1.0 linux/2.6.32 android/2.2 release/5.25.2011 browser/applewebkit533.1";734;15232;20.75
"mozilla/5.0 (iphone; cpu iphone os 7_0_4 like mac os x) applewebkit/536.26 (khtml, like gecko zh-cn) version/6.0 mobile/10b146 safari/8536.25";734;15508;21.13
"mozilla/5.0 (linux; u; android 4.3; zh-cn; mi 3c build/jls36c) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";733;20491;27.95
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; hw-huawei_c8812/c8812v100r001c92b913sp02; 480*800; ctc/2.0) applewebkit/534.30 mobile safari/534.30";733;6453;8.80
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) mobile/9a405";733;6229;8.50
"lenovo-a318t_td/s100 linux/3.4.5 android/2.3.6 release/04.26.2013 browser/applewebkit533.1 mobile safari/533.1";732;15956;21.80
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) mobile/9a405";732;5157;7.05
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5360 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";732;9032;12.34
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; huawei u8825d build/huaweiu8825d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";732;11612;15.86
"mozilla/5.0 (linux; u; android 4.3; zh-cn; hm 1sw build/jls36c) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";732;24479;33.44
"mozilla/5.0 (linux; u; android 4.3; zh-cn; gt-i9300 build/jss15j) applewebkit/537.36 (khtml, like gecko)version/4.0 mqqbrowser/5.1 mobile safari/537.36";732;22328;30.50
"mozilla/5.0 (linux; u; android 2.2; en-us; nexus one build/frf91) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";732;9892;13.51
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; sch-i699 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";731;16446;22.50
"nokia5233";730;13916;19.06
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; r815t build/jop40d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";730;18804;25.76
"lenovo-a390t_td/s100 release/11.2012 mozilla/5.0 (linux; u; android 4.0.3) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";730;15425;21.13
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) mobile/9a405";730;6218;8.52
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11b651 ucbrowser/9.6.7.431 mobile";730;16515;22.62
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; samsung-gt-s7898_td/1.0 android/4.1.2 release/11.15.2012 browser/applewebkit534.30 build/jro03l) applelwebkit/534.30 (khtml,like gecko) version/4.0 mobile safari/534.30";729;16683;22.88
"samsung-gt-s3850/1.0 shp/vpp/r5 dolfin/2.0 smm-mms/1.2.0 profile/midp-2.1 configuration/cldc-1.1";729;3934;5.40
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; vivo s7i(t) build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";729;18591;25.50
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad 7019 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";729;7306;10.02
"k-touch_t619+/960226_8514_v0101 mozilla/5.0 (linux; u; android 2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";729;18323;25.13
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2s build/jro03l) applewebkit/537.36 (khtml, like gecko)version/4.0 mqqbrowser/5.2 mobile safari/537.36";728;16789;23.06
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; samsung-gt-i8268_td/1.0 android/4.1.2 release/11.15.2012 browser/applewebkit534.30 build/jro03l) applelwebkit/534.30 (khtml,like gecko) version/4.0 mobile safari/534.30";728;16908;23.23
"mozilla/5.0 (linux; u; android 2.2; en-us; nexus one build/frf91) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";727;10583;14.56
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; sch-i739 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";727;20925;28.78
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; huawei u8825d build/huaweiu8825d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";727;8804;12.11
"mozilla/5.0 (iphone; cpu iphone os 6_0_1 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a523 safari/8536.25";727;18105;24.90
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) mobile/9a405";727;8039;11.06
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; x909t build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";726;19320;26.61
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; mi 1s build/jzo54k) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";725;24901;34.35
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x; zh-cn) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 ucbrowser/9.0.1.284 mobile";725;15372;21.20
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; samsung-gt-s7898_td/1.0 android/4.1.2 release/11.15.2012 browser/applewebkit534.30 build/jro03l) applelwebkit/534.30 (khtml,like gecko) version/4.0 mobile safari/534.30";724;17186;23.74
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) mobile/9a405";724;5608;7.75
"mozilla/5.0 (linux; u; android 4.3; zh-cn; mi 3c build/jls36c) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";723;17243;23.85
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; huawei c8812 build/huaweic8812) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";723;6657;9.21
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; 2013022 build/hm2013022) applewebkit/537.36 (khtml, like gecko)version/4.0 mqqbrowser/5.1 mobile safari/537.36";723;26095;36.09
"lenovo-a390t_td/s100 release/11.2012 mozilla/5.0 (linux; u; android 4.0.3) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";723;15373;21.26
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; sch-i739 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";722;23279;32.24
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; 2014011 build/hm2014011) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";722;28148;38.99
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2s build/jro03l) applewebkit/537.36 (khtml, like gecko)version/4.0 mqqbrowser/5.2 mobile safari/537.36";721;17412;24.15
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-n7100 build/jzo54k) applewebkit/534.31 (khtml, like gecko) ucbrowser/9.2.4.329 u3/0.8.0 mobile safari/534.31";721;16492;22.87
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/536.26 (khtml, like gecko zh-cn) version/6.0 mobile/10b146 safari/8536.25";721;14852;20.60
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad 7019 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";720;7778;10.80
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; samsung-gt-s7898_td/1.0 android/4.1.2 release/11.15.2012 browser/applewebkit534.30 build/jro03l) applelwebkit/534.30 (khtml,like gecko) version/4.0 mobile safari/534.30";719;16248;22.60
"mozilla/5.0 (ipad; cpu os 7_0_2 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11a501 safari/9537.53 haowangzhidaquanhd 2.7";719;17299;24.06
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; x909t build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";719;18764;26.10
"mozilla/5.0 (linux; u; android 2.2; en-us; nexus one build/frf91) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";719;9464;13.16
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; sch-i699 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";719;17060;23.73
"mozilla/5.0 (linux; u; android 2.2; en-us; nexus one build/frf91) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";719;10208;14.20
"xiaomi_2013061_td/v1 linux/3.4.5 android/4.2.1 release/09.18.2013 browser/applewebkit534.30 mobile safari/534.30 mbbms/2.2 system/android 4.2.1 xiaomi/miuibrowser/1.0";719;18409;25.60
"lenovo-a390t_td/s100 release/11.2012 mozilla/5.0 (linux; u; android 4.0.3) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";718;15919;22.17
"j2me";718;4092;5.70
"mozilla/5.0 (iphone; cpu iphone os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) mobile/9b208";717;5868;8.18
"mozilla/5.0 (iphone; cpu iphone os 6_0_1 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a523 safari/8536.25";717;15385;21.46
"k-touch_t619+/960226_8514_v0101 mozilla/5.0 (linux; u; android 2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";717;15127;21.10
"oppoa115k/4.02/12 release/2010.8.10 browser/obigo/q03c profile/midp-2.0 configuration/cldc-1.1";717;1622;2.26
"mozilla/5.0 (x11; linux x86_64) applewebkit/534.24 (khtml, like gecko) chrome/11.0.696.34 safari/534.24";716;15637;21.84
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; huawei c8812 build/huaweic8812) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";716;7743;10.81
"mozilla/5.0 (linux; u; android 2.3.7; zh-cn; yl-coolpad_5832/2.3.011.120209.5832; 480*320; ctc/2.0) coolpadwebkit/533.1";716;3460;4.83
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad 7019 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";716;6371;8.90
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; 2013022 build/hm2013022) applewebkit/537.36 (khtml, like gecko)version/4.0 mqqbrowser/5.1 mobile safari/537.36";716;23651;33.03
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; sch-i699 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";716;17262;24.11
"mozilla/5.0 (iphone; cpu iphone os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) mobile/9b208";716;7760;10.84
"mozilla/4.0 (compatible;android;320x480)";716;10947;15.29
"mozilla/5.0 (ipad; cpu os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/4.1.2 mobile/11d201 safari/7534.48.3";715;5250;7.34
"mozilla/5.0 (ipad; cpu os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/4.1.2 mobile/11d201 safari/7534.48.3";714;4868;6.82
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5360 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";714;8368;11.72
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; mi 3 build/jop40d) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.7.8.425 u3/0.8.0 mobile safari/533.1";713;22969;32.21
"k-touch_t619+/960226_8514_v0101 mozilla/5.0 (linux; u; android 2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";713;18174;25.49
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad 7019 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";712;7749;10.88
"mozilla/5.0 (linux; u; android 2.2; en-us; nexus one build/frf91) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";712;9264;13.01
"mozilla/5.0 (iphone; cpu iphone os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) mobile/9b208";712;6379;8.96
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; r811 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";710;24463;34.45
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; x909t build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";710;20804;29.30
"xiaomi_2013061_td/v1 linux/3.4.5 android/4.2.1 release/09.18.2013 browser/applewebkit534.30 mobile safari/534.30 mbbms/2.2 system/android 4.2.1 xiaomi/miuibrowser/1.0";710;18098;25.49
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-i9300 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";710;17060;24.03
"xiaomi_2013061_td/v1 linux/3.4.5 android/4.2.1 release/09.18.2013 browser/applewebkit534.30 mobile safari/534.30 mbbms/2.2 system/android 4.2.1 xiaomi/miuibrowser/1.0";709;19380;27.33
"nokia5233";709;16183;22.83
"mozilla/5.0 (linux; u; android 2.3.7; zh-cn; yl-coolpad_5832/2.3.011.120209.5832; 480*320; ctc/2.0) coolpadwebkit/533.1";709;4721;6.66
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; hw-huawei_c8812/c8812v100r001c92b913sp02; 480*800; ctc/2.0) applewebkit/534.30 mobile safari/534.30";709;6979;9.84
"k-touch_t619+/960226_8514_v0101 mozilla/5.0 (linux; u; android 2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";708;17890;25.27
"nokia5233";708;13770;19.45
"mozilla/5.0 (linux; u; android 2.3.7; zh-cn; yl-coolpad_5832/2.3.011.120209.5832; 480*320; ctc/2.0) coolpadwebkit/533.1";707;3480;4.92
"mozilla/5.0 (linux; u; android 4.3; zh-cn; mi 3c build/jls36c) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";707;19258;27.24
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; sch-i699 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";707;16453;23.27
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) mobile/9a405";706;6037;8.55
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; mi-one plus build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";705;13944;19.78
"mozilla/5.0 (linux; u; android 4.3; zh-cn; gt-i9300 build/jss15j) applewebkit/537.36 (khtml, like gecko)version/4.0 mqqbrowser/5.1 mobile safari/537.36";705;23029;32.67
"coolpad8020+_cmcc_td/1.08 linux/2.6.35 android/2.3.5 release/03.29.2012 mozilla/5.0 applewebkit/533.1 version/4.0 mobile safari/533.1";705;13774;19.54
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; vivo s7i(t) build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";704;16611;23.60
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; x909t build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";703;18832;26.79
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; samsung-gt-s7898_td/1.0 android/4.1.2 release/11.15.2012 browser/applewebkit534.30 build/jro03l) applelwebkit/534.30 (khtml,like gecko) version/4.0 mobile safari/534.30";703;17823;25.35
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; huawei c8812 build/huaweic8812) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";703;6313;8.98
"mozilla/5.0 (windows nt 6.1) applewebkit/537.22 (khtml, like gecko) qqbrowser/4.1.2 safari/537.22";703;20033;28.50
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; vivo s7i(t) build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";703;17447;24.82
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x; zh-cn) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 ucbrowser/9.0.1.284 mobile";703;14355;20.42
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; samsung-gt-i8268_td/1.0 android/4.1.2 release/11.15.2012 browser/applewebkit534.30 build/jro03l) applelwebkit/534.30 (khtml,like gecko) version/4.0 mobile safari/534.30";702;15595;22.22
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) mobile/9a405";702;6570;9.36
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; samsung-gt-s7898_td/1.0 android/4.1.2 release/11.15.2012 browser/applewebkit534.30 build/jro03l) applelwebkit/534.30 (khtml,like gecko) version/4.0 mobile safari/534.30";701;17646;25.17
"mozilla/5.0 (x11; linux x86_64) applewebkit/534.24 (khtml, like gecko) chrome/11.0.696.34 safari/534.24";701;16268;23.21
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-i9300 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";700;18743;26.78
"mozilla/5.0 (ipad; cpu os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/4.1.2 mobile/11d201 safari/7534.48.3";699;4528;6.48
"nokia6120c/3.83; profile/midp-2.0 configuration/cldc-1.1";699;10683;15.28
"nokia6122ccn01.02/symbianos/9.1 series60/3.0";698;1487;2.13
"coolpad8020+_cmcc_td/1.08 linux/2.6.35 android/2.3.5 release/03.29.2012 mozilla/5.0 applewebkit/533.1 version/4.0 mobile safari/533.1";697;17144;24.60
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; huawei c8812 build/huaweic8812) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";697;7811;11.21
"mqqbrowser/3.3 (e63;symbianos/9.1 series60/3.0)";697;8390;12.04
"lenovo-a390t_td/s100 release/11.2012 mozilla/5.0 (linux; u; android 4.0.3) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";697;15400;22.09
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-i9300 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";696;16987;24.41
"mozilla/5.0 (iphone 4; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/5.1.1 mobile/11d201 safari/8536.25";695;17041;24.52
"lenovo-a390t_td/s100 release/11.2012 mozilla/5.0 (linux; u; android 4.0.3) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";695;16480;23.71
"nokia6120c/3.83; profile/midp-2.0 configuration/cldc-1.1";695;10317;14.84
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; sch-i699 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";695;13396;19.27
"mozilla/5.0 (iphone; cpu iphone os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) mobile/9b208";695;6322;9.10
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; samsung-gt-i8268_td/1.0 android/4.1.2 release/11.15.2012 browser/applewebkit534.30 build/jro03l) applelwebkit/534.30 (khtml,like gecko) version/4.0 mobile safari/534.30";695;15730;22.63
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; sch-i739 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";694;22069;31.80
"mozilla/4.0 (compatible;android;320x480)";693;10795;15.58
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; samsung-gt-s7898_td/1.0 android/4.1.2 release/11.15.2012 browser/applewebkit534.30 build/jro03l) applelwebkit/534.30 (khtml,like gecko) version/4.0 mobile safari/534.30";693;16273;23.48
"lenovo-a390t_td/s100 release/11.2012 mozilla/5.0 (linux; u; android 4.0.3) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";693;14972;21.60
"mozilla/4.0 (compatible;android;320x480)";693;10434;15.06
"mozilla/5.0 (iphone; cpu iphone os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) mobile/9b208";693;8458;12.20
"nokia5230";692;13064;18.88
"mozilla/5.0 (iphone; cpu iphone os 6_0_1 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a523 safari/8536.25";692;16908;24.43
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; huawei c8812 build/huaweic8812) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";691;5972;8.64
"mozilla/5.0 (linux; u; android 4.3; zh-cn; hm 1sw build/jls36c) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";691;22963;33.23
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; 2014011 build/hm2014011) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";691;29220;42.29
"oppoa125/4.02/12 release/2010.8.10 browser/obigo/q03c profile/midp-2.0 configuration/cldc-1.1";691;1694;2.45
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; x909t build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";691;19239;27.84
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-i9300 build/jzo54k) applewebkit/537.36 (khtml, like gecko)version/4.0 mqqbrowser/5.1 mobile safari/537.36";691;20188;29.22
"mozilla/5.0 (iphone; cpu iphone os 7_0_4 like mac os x) applewebkit/537.51.1 (khtml, like gecko) mobile/11b554a";691;11135;16.11
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; x909t build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";690;19076;27.65
"mozilla/5.0 (ipad; cpu os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/4.1.2 mobile/11d201 safari/7534.48.3";690;4492;6.51
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; samsung-gt-i8268_td/1.0 android/4.1.2 release/11.15.2012 browser/applewebkit534.30 build/jro03l) applelwebkit/534.30 (khtml,like gecko) version/4.0 mobile safari/534.30";689;16480;23.92
"k-touch_t619+/960226_8514_v0101 mozilla/5.0 (linux; u; android 2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";689;15828;22.97
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; vivo s7i(t) build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";689;17407;25.26
"mozilla/5.0 (linux; u; android 2.3.7; zh-cn; yl-coolpad_5832/2.3.011.120209.5832; 480*320; ctc/2.0) coolpadwebkit/533.1";689;5219;7.57
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; vivo s7i(t) build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";689;19491;28.29
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; sch-i739 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";688;20246;29.43
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; sch-i699 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";688;16588;24.11
"mozilla/5.0 (iphone; cpu iphone os 6_0_1 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a523 safari/8536.25";688;15374;22.35
"mozilla/5.0 (linux; u; android 4.3; zh-cn; gt-i9300 build/jss15j) applewebkit/537.36 (khtml, like gecko)version/4.0 mqqbrowser/5.1 mobile safari/537.36";688;24172;35.13
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; huawei c8812 build/huaweic8812) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";688;6505;9.45
"k-touch_t619/960211_8510_v0101 mozilla/5.0 (linux; u; android 2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";687;11593;16.87
"coolpad8020+_cmcc_td/1.08 linux/2.6.35 android/2.3.5 release/03.29.2012 mozilla/5.0 applewebkit/533.1 version/4.0 mobile safari/533.1";687;13650;19.87
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; samsung-gt-s7898_td/1.0 android/4.1.2 release/11.15.2012 browser/applewebkit534.30 build/jro03l) applelwebkit/534.30 (khtml,like gecko) version/4.0 mobile safari/534.30";687;15941;23.20
"coolpad8020+_cmcc_td/1.08 linux/2.6.35 android/2.3.5 release/03.29.2012 mozilla/5.0 applewebkit/533.1 version/4.0 mobile safari/533.1";686;14274;20.81
